name,address,latitude,longitude,rating,borough,shop_id,Unnamed: 0,Code,Area,Value,Code_earnings,Area_earnings,Pay_2021
Vintage Modes,"Alfies Antique Market, Church St, London",51.5241887,-0.1688101,0.0,Westminster,309,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
COW Vintage,"13 Short's Gardens, London",51.5141663,-0.126386,3.7,Camden,310,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Funkytownshop,"Ground Floor, 232 Camden High St, London",51.5409704,-0.1443065,3.3,Camden,311,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
OuterLimitz Vintage,"12B, Camden Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,0.0,Camden,312,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Modern Age Vintage Clothing,"65 Chalk Farm Rd, London",51.5433049,-0.1503682,3.3,Camden,313,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
LanaTS Clothing,"55 Baker St, London",51.5187355,-0.1567089,0.0,Westminster,314,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
OOTO LONDON,"Claridge House, 32 Davies St, London",51.512012,-0.1477862,0.0,Westminster,315,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vintage Clothing,"42 Shelton St, London",51.5140221,-0.1245663,5.0,Westminster,316,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Eddie Wailes Studio,"13 - 25 Church St, London",51.52421589999999,-0.1688751,0.0,Westminster,317,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
A Dandy In Aspic,"Market, 748-749, North Yard Stables, Chalk Farm Rd, London",51.5425015,-0.1490213,3.4,Camden,318,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Good,"33 Neal St, London",51.5142216,-0.1256036,5.0,Camden,319,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
2o2st News,"72 Berwick St, London",51.5147633,-0.1360655,0.0,Westminster,320,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
wornwell vintage clothing,"Oxford St, London",51.5165812,-0.1311655,0.0,Westminster,321,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
DreamingLion Vintage,"Unit D28, Horse Tunnel, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,4.5,Camden,322,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
SK.Vintage,"51 Fortess Rd, London",51.5539851,-0.1406663,4.5,Camden,323,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Clerkenwell Vintage Fashion Fair,"38-51 Bedford Way, London",51.5234685,-0.1273138,0.0,Camden,324,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Open for Vintage,"7, 10 Cavendish Square, Chandos St, London",51.5169544,-0.1442532,5.0,Westminster,325,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Dukes Cupboard Limited,"14 Ingestre Pl, London",51.5132008,-0.1357614,4.3,Westminster,326,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vintage Stockroom,"13 - 25 Church St, London",51.524127,-0.1688328,0.0,Westminster,327,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
pillowHeat,"Vans Store, 47 Carnaby St, London",51.5128206,-0.1386783,4.9,Westminster,328,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Good,"180 Queensway, London",51.51557,-0.1880176,5.0,Westminster,329,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Linda Bee,"Alfie’s Antique Market, 13 - 25 Church St, London",51.5241887,-0.1688101,3.7,Westminster,330,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Gillian Horsup,"Alfies Antiques, Alfies Antique Market, 13-25 Church St, London",51.5241887,-0.1688101,5.0,Westminster,331,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
The Grandad Company,"47, London",51.5378699,-0.1154254,5.0,Islington,332,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
SoSo Retro,"Unit 527, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,5.0,Camden,333,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
American Vintage,"35 Marylebone High St, London",51.5205091,-0.151705,3.4,Westminster,334,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Grays Antique Market,"58 Davies St, London",51.5137017,-0.1486451,4.1,Westminster,335,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Peekaboo Vintage Marketplace,"149a Abbey Rd, London",51.540942,-0.1910264,5.0,Camden,336,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
American Vintage,"Stable St, London",51.535973,-0.126182,3.4,Camden,337,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
SOMLO - London & OMEGA Vintage,"35-36 Burlington Arcade, London",51.509631,-0.14092,4.5,Westminster,338,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Collectif Camden Market,"36, Camden's Stables Market, Chalk Farm Rd, London",51.54222439999999,-0.1469208,4.7,Camden,339,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Exclusive,"2 Flask Walk, London",51.55638070000001,-0.1776995,2.5,Camden,340,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Vintage Clothing,"53 Chalk Farm Rd, London",51.5430371,-0.1501184,0.0,Camden,341,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Arabella Bianco,"13-25 Church St, London",51.5241255,-0.1688334,5.0,Westminster,342,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Camden Retro Signs,"8A, The Stables Market, PADDOCK LANE, Chalk Farm Rd, London",51.5420455,-0.1469688,5.0,Camden,343,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
ANTIQUES,London,51.5122569,-0.1546661,4.8,Westminster,344,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Retro Living,"7A Church St, London",51.5244864,-0.1685567,5.0,Westminster,345,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Alfies Antique Market,"13 - 25 Church St, London",51.5241255,-0.1688334,4.3,Westminster,346,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
The Vintage Collection,"Arch 59, Camden Stables Market, London",51.5420455,-0.1469688,5.0,Camden,347,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Beyond Retro Coal Drops,"Unit 79-81, Coal Drops Yard, London",51.5365259,-0.1259221,4.0,Camden,348,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Rokit Camden,"225 Camden High St, London",51.5398923,-0.143589,4.1,Camden,349,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
St Cyr Vintage,"56 Saddle Row Camden Market, London",51.5421391,-0.1483749,4.3,Camden,350,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Berty and Gerty Vintage,"53 Camden Lock Pl, London",51.5413907,-0.1465884,0.0,Camden,351,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
What Goes Around Comes Around,"Unit 32, The Stables Market Chalk, Farm Road, London",51.5420969,-0.1466583,3.9,Camden,352,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Camden Threads - An online shop for the best independent brands and vintage boutiques,"44A Camden Lock Pl, London",51.5414567,-0.1463852,0.0,Camden,353,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Funkytownshop,"Ground Floor, 232 Camden High St, London",51.5409704,-0.1443065,3.3,Camden,354,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
OuterLimitz Vintage,"12B, Camden Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,0.0,Camden,355,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Modern Age Vintage Clothing,"65 Chalk Farm Rd, London",51.5433049,-0.1503682,3.3,Camden,356,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Resurrection Boutique,"3, Archway Close, 3 Archway Rd, London",51.5657346,-0.134374,4.2,Islington,357,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
A Dandy In Aspic,"Market, 748-749, North Yard Stables, Chalk Farm Rd, London",51.5425015,-0.1490213,3.4,Camden,358,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Svarelle,London,51.56526030000001,-0.1196879,0.0,Islington,359,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Exclusive,"2 Flask Walk, London",51.55638070000001,-0.1776995,2.5,Camden,360,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
DreamingLion Vintage,"Unit D28, Horse Tunnel, The Stables Market, Chalk Farm Rd, London",51.5420455,-0.1469688,4.5,Camden,361,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
SK.Vintage,"51 Fortess Rd, London",51.5539851,-0.1406663,4.5,Camden,362,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Arts And Vintage,"263 Archway Rd, London",51.5762988,-0.1442271,4.8,Haringey,363,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
The Grandad Company,"47, London",51.5378699,-0.1154254,5.0,Islington,364,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Peekaboo Vintage Marketplace,"149a Abbey Rd, London",51.540942,-0.1910264,5.0,Camden,365,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
American Vintage,"Stable St, London",51.535973,-0.126182,3.4,Camden,366,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Collectif Camden Market,"36, Camden's Stables Market, Chalk Farm Rd, London",51.54222439999999,-0.1469208,4.7,Camden,367,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Alpha Vintage Store,"Hornsey Rd, London",51.55952120000001,-0.1144241,0.0,Islington,368,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Vintage Clothing,"53 Chalk Farm Rd, London",51.5430371,-0.1501184,0.0,Camden,369,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Camden Retro Signs,"8A, The Stables Market, PADDOCK LANE, Chalk Farm Rd, London",51.5420455,-0.1469688,5.0,Camden,370,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
rollos vintage furniture,"391 Archway Rd, London",51.5783701,-0.1490951,5.0,Haringey,371,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Roomscape,"In, Belmont St, London",51.54479000000001,-0.1512781,0.0,Camden,372,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Camden Thrift Store,"51 Chalk Farm Rd, London",51.543116,-0.1494112,4.5,Camden,373,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Gonnermann,"408-410 Archway Rd, London",51.5766188,-0.1441633,4.9,Haringey,374,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Aladdin's Vintage Furniture & Cafe,"1 Hazellville Rd, London",51.5695455,-0.1243871,4.7,Islington,375,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Vintage Luggage,"18 Delancey St, London",51.5368475,-0.1426188,4.2,Camden,376,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Antique Kelims,"Highgate Rd, London",51.5529237,-0.1420899,0.0,Camden,377,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,Camden,378,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Vivien of Holloway,"294 Holloway Rd, London",51.55451430000001,-0.1142869,4.4,Islington,379,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
Little Paris Store,"39 Park Rd, London",51.580974,-0.125502,4.5,Haringey,380,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Episode,"26 Chalk Farm Rd, London",51.542509,-0.146978,0.0,Camden,381,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
CIRCA VINTAGE,"87a Lansdowne Way, London",51.4748348,-0.1286932,4.7,Lambeth,382,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
TTFN Vintage,"106-108 Denmark Hill, London",51.4709291,-0.0930882,5.0,Lambeth,383,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Leona,"Brixton Village, Unit 5 Coldharbour Ln, London",51.4621557,-0.1114804,5.0,Lambeth,384,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Vintage80scasuals,"Unit 63, 105 Culvert Rd, London",51.47090439999999,-0.1566805,0.0,Wandsworth,385,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Rejuvenate - Something for everyone,"41-42 Coldharbour Ln, London",51.4625934,-0.1116695,0.0,Lambeth,386,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Bella West,"Granville Arcade, Unit 76 Coldharbour Ln, London",51.4624417,-0.1118706,3.7,Lambeth,387,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Eclectica (Clapham),"803 Wandsworth Rd, London",51.4665809,-0.1484604,4.9,Lambeth,388,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
My Vintage J Box,"58 Streatham High Rd, London",51.4367663,-0.1280156,5.0,Lambeth,389,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
NewVintage.co.uk,"256 Battersea Park Rd, London",51.4720756,-0.1661966,4.1,Wandsworth,390,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Morbleu,"135 Dulwich Rd, London",51.4526729,-0.1027664,4.4,Lambeth,391,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Eccles Road Antiques,"60 Eccles Rd, London",51.46180829999999,-0.1634526,4.9,Wandsworth,392,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Northcote Road Antiques Market,"155a Northcote Rd, London",51.455341,-0.1645277,4.4,Wandsworth,393,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Vintage Chairs,"25 Gubyon Ave, London",51.4554139,-0.102013,0.0,Lambeth,394,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,Lambeth,395,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Loved again Ltd.,"140 Stockwell Rd, London",51.4673937,-0.1182007,5.0,Lambeth,396,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Retro Furniture & Services,"338 Balham High Rd, London",51.4358639,-0.1596233,5.0,Wandsworth,397,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Saluto London,"Battersea Business Centre, London",51.4650292,-0.1549833,5.0,Wandsworth,398,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
CIRCA VINTAGE,"87a Lansdowne Way, London",51.4748348,-0.1286932,4.7,Lambeth,399,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
TTFN Vintage,"106-108 Denmark Hill, London",51.4709291,-0.0930882,5.0,Lambeth,400,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,Westminster,401,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Leona,"Brixton Village, Unit 5 Coldharbour Ln, London",51.4621557,-0.1114804,5.0,Lambeth,402,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Vintage80scasuals,"Unit 63, 105 Culvert Rd, London",51.47090439999999,-0.1566805,0.0,Wandsworth,403,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Rejuvenate - Something for everyone,"41-42 Coldharbour Ln, London",51.4625934,-0.1116695,0.0,Lambeth,404,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Bella West,"Granville Arcade, Unit 76 Coldharbour Ln, London",51.4624417,-0.1118706,3.7,Lambeth,405,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Eclectica (Clapham),"803 Wandsworth Rd, London",51.4665809,-0.1484604,4.9,Lambeth,406,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
All Loved Up Boutique,"All Loved Up Boutique, 91 Charlwood St, London",51.4880187,-0.1412302,5.0,Westminster,407,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
livewithfashion,"Alpha House, 100 Borough High St, London",51.5032218,-0.0919688999999999,0.0,Southwark,408,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Academy Vintage Repro,"229 Waterloo Rd, London",51.4998143,-0.1068619,0.0,Southwark,409,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
Chelsea Vintage Couture,"Office - Showroom, BY APPOINTMENT ONLY, Sloane Ave, London",51.4924574,-0.1659658,4.7,Kensington and Chelsea,410,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
De L'Époque,"8 Cheval Pl, London",51.49900359999999,-0.1667621,5.0,Westminster,411,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
NewVintage.co.uk,"256 Battersea Park Rd, London",51.4720756,-0.1661966,4.1,Wandsworth,412,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Eccles Road Antiques,"60 Eccles Rd, London",51.46180829999999,-0.1634526,4.9,Wandsworth,413,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Butterworth Christopher,"71 Pimlico Rd, London",51.490362,-0.1535057,3.7,Westminster,414,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Beyond Retro Soho,"19-21 Argyll St, London",51.5150107,-0.1411872,4.3,Westminster,415,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
PICKNWEIGHT - VINTAGE KILO STORE,"14-18 Neal St, London",51.5138476,-0.1248029,3.6,Westminster,416,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Reign Vintage,"12 Berwick St, London",51.51340130000001,-0.1345882,4.3,Westminster,417,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Wow Retro London Covent Garden,"179 Drury Ln, London",51.51564699999999,-0.1234713,4.3,Camden,418,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Blackout II - Vintage Clothing London,"51 Endell St, London",51.5148867,-0.125315,3.9,Camden,419,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Vintage Threads,"69 Neal St, London",51.51494020000001,-0.1266051,4.3,Camden,420,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Pop Boutique,"30 Short's Gardens, London",51.5144586,-0.1254132,4.1,Camden,421,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Goldsmith Vintage,"121, 123 Charing Cross Rd, London",51.5149524,-0.1301147,4.2,Westminster,422,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Rokit Covent Garden,"42 Shelton St, London",51.5140748,-0.1244384,4.2,Westminster,423,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
goldsmith vintage,"57 Neal St, London",51.51476760000001,-0.1263361,3.4,Camden,424,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Past Trash,"38 Neal St, London",51.5143694,-0.1253947,4.7,Camden,425,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Wings Vintage,"105A Euston St., London",51.526494,-0.1363579,4.0,Camden,426,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,Westminster,427,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Dunno. Curated,"8 Berwick St, London",51.5132162,-0.134507,4.7,Westminster,428,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Gong Nong Bing Vintage,"68 Charing Cross Rd, London",51.5124053,-0.1284323,5.0,Westminster,429,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
COW Vintage,"13 Short's Gardens, London",51.5141663,-0.126386,3.7,Camden,430,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Pennies Vintage,"41A Amwell St, London",51.5292864,-0.1104796,4.7,Islington,431,3843.0,E09000019,Islington,"625,000",00AU,Islington,665.6
LanaTS Clothing,"55 Baker St, London",51.5187355,-0.1567089,0.0,Westminster,432,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
OOTO LONDON,"Claridge House, 32 Davies St, London",51.512012,-0.1477862,0.0,Westminster,433,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vintage Clothing,"42 Shelton St, London",51.5140221,-0.1245663,5.0,Westminster,434,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Hartex,"Unit 9, Gabriels Wharf, 56 Upper Ground, London",51.5079685,-0.1103793,4.7,Lambeth,435,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Good,"33 Neal St, London",51.5142216,-0.1256036,5.0,Camden,436,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
2o2st News,"72 Berwick St, London",51.5147633,-0.1360655,0.0,Westminster,437,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
wornwell vintage clothing,"Oxford St, London",51.5165812,-0.1311655,0.0,Westminster,438,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
All Loved Up Boutique,"All Loved Up Boutique, 91 Charlwood St, London",51.4880187,-0.1412302,5.0,Westminster,439,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Clerkenwell Vintage Fashion Fair,"38-51 Bedford Way, London",51.5234685,-0.1273138,0.0,Camden,440,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Open for Vintage,"7, 10 Cavendish Square, Chandos St, London",51.5169544,-0.1442532,5.0,Westminster,441,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Dukes Cupboard Limited,"14 Ingestre Pl, London",51.5132008,-0.1357614,4.3,Westminster,442,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
livewithfashion,"Alpha House, 100 Borough High St, London",51.5032218,-0.0919688999999999,0.0,Southwark,443,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
pillowHeat,"Vans Store, 47 Carnaby St, London",51.5128206,-0.1386783,4.9,Westminster,444,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Academy Vintage Repro,"229 Waterloo Rd, London",51.4998143,-0.1068619,0.0,Southwark,445,3852.0,E09000028,Southwark,"520,000",00BE,Southwark,631.9
SOMLO - London & OMEGA Vintage,"35-36 Burlington Arcade, London",51.509631,-0.14092,4.5,Westminster,446,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Chelsea Vintage Couture,"Office - Showroom, BY APPOINTMENT ONLY, Sloane Ave, London",51.4924574,-0.1659658,4.7,Kensington and Chelsea,447,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
American Vintage,"35 Marylebone High St, London",51.5205091,-0.151705,3.4,Westminster,448,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
