,Shop_Name,Address,Latitude,Longitude,Rating,Reviews_Count,Place_ID,Price_Level,types,Borough,Property_Value_2017,Earnings_2021,IMD_Rank,Income_Rank,composite_score,Rating_normalized,Property_Value_2017_normalized,Earnings_2021_normalized,Reviews_Count_normalized,Price_Level_normalized,Rank
147,Oxfam Shop Kentish Town,"160 Kentish Town Rd, London",51.5468605,-0.1414953,4.3,7,ChIJxzoUObQadkgRUwb06URWMZQ,1.0,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5677029163155342,0.86,0.43567251461988304,0.6620087336244542,0.013888888888888888,0.0,148.0
148,Eclectica (Clapham),"803 Wandsworth Rd, London",51.4665809,-0.1484604,4.9,28,ChIJ_Vd-wa4FdkgRZSgRs9unlrY,1.0675675675675675,"electronics_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5650520166224604,0.9800000000000001,0.19298245614035087,0.5720524017467249,0.05555555555555555,0.03378378378378377,149.0
149,Deuxieme,"299 New Kings Rd, London",51.4721182,-0.203096,3.8,25,ChIJnb0aMHYPdkgR5kuyDQTu8R4,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.5647879959448565,0.76,0.4619883040935672,0.7506550218340611,0.0496031746031746,0.03378378378378377,150.0
150,Pennies Vintage,"41A Amwell St, London",51.5292864,-0.1104796,4.7,20,ChIJrfJgPkQbdkgR-hL6SP_Cp64,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5642037970925583,0.9400000000000001,0.32748538011695905,0.537117903930131,0.03968253968253968,0.03378378378378377,151.0
151,TTFN Vintage,"106-108 Denmark Hill, London",51.4709291,-0.0930882,5.0,8,ChIJ5UemtyEDdkgRYKI2VAYBYJE,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5611472547176983,1.0,0.19298245614035087,0.5720524017467249,0.015873015873015872,0.03378378378378377,152.0
152,"British Red Cross shop, Wandsworth","11-12 Bramlands Cl, London",51.4661645,-0.1697389,3.8,8,ChIJg9OVYZkFdkgR3QGNG32Fzuo,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5593994062026699,0.76,0.34502923976608185,0.8912663755458516,0.015873015873015872,0.03378378378378377,153.0
153,Leona,"Brixton Village, Unit 5 Coldharbour Ln, London",51.4621557,-0.1114804,5.0,4,ChIJ5x9QqWgEdkgRQM3g8mE6ay8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.558766302336746,1.0,0.19298245614035087,0.5720524017467249,0.007936507936507936,0.03378378378378377,154.0
154,Cancer Research UK,"81 Camden High St, London",51.5365024,-0.1405993,4.1,13,ChIJy5eW-R8bdkgRAkyABNE6vis,1.0675675675675675,"book_store, home_goods_store, clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5586527232653411,0.82,0.43567251461988304,0.6620087336244542,0.025793650793650792,0.03378378378378377,155.0
155,Oxfam Covent Garden,"23 Drury Ln, London",51.515159,-0.123135,3.7,72,ChIJLzHPqzQbdkgRjkG_F2CreN4,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5583933925060103,0.74,0.43567251461988304,0.6620087336244542,0.14285714285714285,0.0,156.0
156,Cancer Research UK,"83 St John's Rd, London",51.4611573,-0.1670608,3.8,6,ChIJ3-GCn5cFdkgRPcdhpVOYFRk,1.0675675675675675,"home_goods_store, clothing_store, store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5582089300121937,0.76,0.34502923976608185,0.8912663755458516,0.011904761904761904,0.03378378378378377,157.0
157,Kantuta,"1D Gleneagle Rd, London",51.42696129999999,-0.1316896,5.0,3,ChIJfbDKCoMGdkgR-H_YvN0UftI,1.0675675675675675,"furniture_store, home_goods_store, point_of_interest, store, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5581710642415079,1.0,0.19298245614035087,0.5720524017467249,0.005952380952380952,0.03378378378378377,158.0
158,My Vintage J Box,"58 Streatham High Rd, London",51.4367663,-0.1280156,5.0,3,ChIJAbM_oiUEdkgRrXVy7xJ6Bk8,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5581710642415079,1.0,0.19298245614035087,0.5720524017467249,0.005952380952380952,0.03378378378378377,158.0
159,Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,5,ChIJjVv2r2IddkgRQwFslyMDV2I,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5570259343133396,1.0,0.15204678362573099,0.601310043668122,0.00992063492063492,0.03378378378378377,160.0
160,London Vintage,"5 Cheshire St, London",51.5235908,-0.0710595,5.0,5,ChIJGUuUMXQddkgROGOiv5LIPw8,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5570259343133396,1.0,0.15204678362573099,0.601310043668122,0.00992063492063492,0.03378378378378377,160.0
161,Cream Vintage London,"158 Brick Ln, London",51.52206469999999,-0.0715983999999999,5.0,5,ChIJR9D2ucMddkgR4T_ByqHGVMw,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5570259343133396,1.0,0.15204678362573099,0.601310043668122,0.00992063492063492,0.03378378378378377,160.0
162,VOUT,"95 Columbia Rd, London",51.5299168,-0.0687478,5.0,4,ChIJsxo1u5kddkgR9I4TJuz33PU,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5564306962181015,1.0,0.15204678362573099,0.601310043668122,0.007936507936507936,0.03378378378378377,163.0
163,Original Material,"6 Cheshire St, London",51.5234368,-0.0711019,5.0,4,ChIJR6ayoZMddkgRVNu9_1wHGqU,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5564306962181015,1.0,0.15204678362573099,0.601310043668122,0.007936507936507936,0.03378378378378377,163.0
164,Shelter Charity Shop (Fulham),"385 North End Rd, London",51.4835168,-0.2008725,3.8,10,ChIJxy80C5APdkgRkgAE0NIFO0Y,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.5558594245162851,0.76,0.4619883040935672,0.7506550218340611,0.01984126984126984,0.03378378378378377,165.0
165,Magpie Vintage,"F Block, Magpie Vintage Brick Lane Vintage Market, 85 Brick Ln, London",51.520781,-0.0719501,5.0,2,ChIJISD0szIddkgR4Tw680fBrBY,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5552402200276253,1.0,0.15204678362573099,0.601310043668122,0.003968253968253968,0.03378378378378377,166.0
166,British Heart Foundation,"127 King St, London",51.4924113,-0.2305557,3.8,12,ChIJrXyy6rUPdkgRFHg3GUVxVMI,1.0,"store, point_of_interest, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.5536715223283829,0.76,0.4619883040935672,0.7506550218340611,0.023809523809523808,0.0,167.0
167,Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,7,ChIJuehXt0wFdkgRGN5H2JilS1A,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5525520166224603,0.9800000000000001,0.19298245614035087,0.5720524017467249,0.013888888888888888,0.03378378378378377,168.0
168,What Goes Around Comes Around,"Unit 32, The Stables Market Chalk, Farm Road, London",51.5420969,-0.1466583,3.9,26,ChIJeR51aeQadkgRdGLrAbUG2vo,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5503908185034364,0.78,0.43567251461988304,0.6620087336244542,0.051587301587301584,0.03378378378378377,169.0
169,Hartex,"Unit 9, Gabriels Wharf, 56 Upper Ground, London",51.5079685,-0.1103793,4.7,30,ChIJxbqfCT4FdkgRec6-GjV_77k,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5502424928129366,0.9400000000000001,0.19298245614035087,0.5720524017467249,0.05952380952380952,0.03378378378378377,170.0
170,Scope Camden,"73 Camden High St, London",51.5362998,-0.1403814,4.0,10,ChIJy5eW-R8bdkgRwjTBtipJrMw,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5488670089796269,0.8,0.43567251461988304,0.6620087336244542,0.01984126984126984,0.03378378378378377,171.0
171,FARA Charity Shop - Belsize Park,"204 Haverstock Hill, London",51.550934,-0.165011,3.9,23,ChIJ31s5sowadkgRbwQVabbgqkU,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5486051042177221,0.78,0.43567251461988304,0.6620087336244542,0.04563492063492063,0.03378378378378377,172.0
172,Age UK London,"247 Kentish Town Rd, London",51.5482749,-0.1413752,4.0,8,ChIJV3cEY_0adkgRFFlR6ehgYJw,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5476765327891507,0.8,0.43567251461988304,0.6620087336244542,0.015873015873015872,0.03378378378378377,173.0
173,Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,48,ChIJjeItM-AadkgR6T4HvdAGEQ8,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5474860565986744,0.74,0.43567251461988304,0.6620087336244542,0.09523809523809523,0.03378378378378377,174.0
174,British Heart Foundation,"233 Kentish Town Rd, London",51.5479144,-0.1416239,4.0,6,ChIJMfsyNb0bdkgRd90vPJ4-pLs,1.0675675675675675,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5464860565986746,0.8,0.43567251461988304,0.6620087336244542,0.011904761904761904,0.03378378378378377,175.0
175,Cancer Research UK,"374 Holloway Rd, London",51.5563684,-0.1168922,4.5,17,ChIJFU6_WnUbdkgRo4sffJN5Gb0,1.0675675675675675,"home_goods_store, clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.546418082806844,0.9,0.32748538011695905,0.537117903930131,0.03373015873015873,0.03378378378378377,176.0
176,The Junk Shop,"9 Greenwich S St, London",51.4776906,-0.0119741,4.6,158,ChIJU5_pqIgCdkgRczpMq1KbD0A,1.0675675675675675,"home_goods_store, point_of_interest, store, establishment",Greenwich,401000.0,618.9,12654.51655629139,11738.397350993377,0.5451629672158286,0.9199999999999999,0.06549707602339182,0.333187772925764,0.3134920634920635,0.03378378378378377,177.0
177,Wings Vintage,"105A Euston St., London",51.526494,-0.1363579,4.0,3,ChIJrVGwvSkbdkgR2LSr9rqJEc8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5447003423129603,0.8,0.43567251461988304,0.6620087336244542,0.005952380952380952,0.03378378378378377,178.0
178,Beyond Retro Coal Drops,"Unit 79-81, Coal Drops Yard, London",51.5365259,-0.1259221,4.0,3,ChIJue3JxXMbdkgRX230Ko_U6ho,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5447003423129603,0.8,0.43567251461988304,0.6620087336244542,0.005952380952380952,0.03378378378378377,178.0
179,Hunky Dory Vintage,"226 Brick Ln, London",51.52473939999999,-0.0715639,4.5,51,ChIJwQFcwrccdkgRDKwynWRiIws,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5444068866942919,0.9,0.15204678362573099,0.601310043668122,0.10119047619047619,0.03378378378378377,180.0
180,British Heart Foundation,"64 St John's Rd, London",51.4619599,-0.1677556,3.6,14,ChIJvRCCe5cFdkgRX85xCsDhlfo,1.0,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.54359245639572,0.72,0.34502923976608185,0.8912663755458516,0.027777777777777776,0.0,181.0
181,Collectif,"71 Brushfield St, London",51.5192388,-0.0750617,4.4,56,ChIJPW5HFLQcdkgRk2zJXCYhkc8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5393830771704824,0.8800000000000001,0.15204678362573099,0.601310043668122,0.1111111111111111,0.03378378378378377,182.0
182,Islamic Relief Shop Whitechapel,"135-137 Whitechapel Rd, London",51.5178911,-0.0655680999999999,4.6,29,ChIJJcUunMscdkgRSgYCJ4LVdKQ,1.0675675675675675,"store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5393116485990539,0.9199999999999999,0.15204678362573099,0.601310043668122,0.057539682539682536,0.03378378378378377,183.0
183,CIRCA VINTAGE,"87a Lansdowne Way, London",51.4748348,-0.1286932,4.7,9,ChIJmdDiKHUPdkgR9QrMOgW2vjc,1.0675675675675675,"jewelry_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5377424928129365,0.9400000000000001,0.19298245614035087,0.5720524017467249,0.017857142857142856,0.03378378378378377,184.0
184,Charity Shop,"Coltash Court, 150 Whitecross St, London",51.52435149999999,-0.0935917999999999,4.5,2,ChIJk5MeH6gcdkgRGhm1gW65BhI,1.0675675675675675,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5374895113782726,0.9,0.32748538011695905,0.537117903930131,0.003968253968253968,0.03378378378378377,185.0
185,"Shop from Crisis, Elephant & Castle","223-225 Walworth Rd, London",51.4890118,-0.0959993,4.7,61,ChIJI1xFd54EdkgRxf6nkia1aTk,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.534614841078068,0.9400000000000001,0.2046783625730994,0.38995633187772905,0.12103174603174603,0.03378378378378377,186.0
186,Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,17,ChIJ2Y96M60FdkgR5-chC6olR7s,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5345043975748411,0.9199999999999999,0.19298245614035087,0.5720524017467249,0.03373015873015873,0.03378378378378377,187.0
187,Serotonin Vintage London,"194 Brick Ln, London",51.5238457,-0.0713949,4.6,19,ChIJsbyBxLccdkgRJPCnBieiP2w,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5333592676466729,0.9199999999999999,0.15204678362573099,0.601310043668122,0.037698412698412696,0.03378378378378377,188.0
188,Shelter Charity Shop (Holloway Road),"436A Holloway Rd, London",51.557454,-0.1185004,4.4,7,ChIJDwyXD6AbdkgRSKnd3JLMn0U,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5324657018544632,0.8800000000000001,0.32748538011695905,0.537117903930131,0.013888888888888888,0.03378378378378377,189.0
189,All Aboard Shops Ltd,"83 Streatham High Rd, London",51.43090919999999,-0.1292193,4.4,40,ChIJ04cPAigEdkgRAlsfl-_7YOY,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5321948737653175,0.8800000000000001,0.19298245614035087,0.5720524017467249,0.07936507936507936,0.03378378378378377,190.0
190,Love Leather THE VINTAGE MARKET,"85 Brick Ln, London",51.5206389,-0.0719332,4.7,3,ChIJC-7NVpYddkgR8lwGephuznw,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5318354581228634,0.9400000000000001,0.15204678362573099,0.601310043668122,0.005952380952380952,0.03378378378378377,191.0
191,Vintage Basement,"7 Cheshire St, London",51.5235678,-0.0709520999999999,4.4,43,ChIJ9Yho2rccdkgRoei5FBa6jg8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5316449819323872,0.8800000000000001,0.15204678362573099,0.601310043668122,0.08531746031746032,0.03378378378378377,192.0
192,COW Vintage,"13 Short's Gardens, London",51.5141663,-0.126386,3.7,19,ChIJIY3kIh8FdkgRQjhP5bggO2I,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5302241518367696,0.74,0.43567251461988304,0.6620087336244542,0.037698412698412696,0.03378378378378377,193.0
193,Resurrection Boutique,"3, Archway Close, 3 Archway Rd, London",51.5657346,-0.134374,4.2,30,ChIJw-thba4bdkgRUYBfWvpONBI,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5301561780449394,0.8400000000000001,0.32748538011695905,0.537117903930131,0.05952380952380952,0.03378378378378377,194.0
194,Royal Trinity Hospice - Streatham Hill,"77 Streatham Hill, London",51.4394139,-0.1258237,4.5,22,ChIJE-uw4iQEdkgRaWFiMHohwGA,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5294805880510317,0.9,0.19298245614035087,0.5720524017467249,0.04365079365079365,0.03378378378378377,195.0
195,Mad Vintage Mile End,"Ark 452 huddart street , AKA, Ackroyd Dr, London",51.51979009999999,-0.0283664,4.6,12,ChIJ1RBWc40ddkgRiWDOGwktkAE,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5291926009800062,0.9199999999999999,0.15204678362573099,0.601310043668122,0.023809523809523808,0.03378378378378377,196.0
196,Paws,"2 Church Ln, London",51.4248704,-0.163232,3.4,11,ChIJE-CPT3MGdkgRLOnNiqvPkwA,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5291851204883841,0.6799999999999999,0.34502923976608185,0.8912663755458516,0.021825396825396824,0.03378378378378377,197.0
197,Pezze,"vinegar yard, St Thomas St, London",51.5026705,-0.0833746,5.0,8,ChIJz-J4YrYDdkgRTThCWPfK3pc,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5270672220304489,1.0,0.2046783625730994,0.38995633187772905,0.015873015873015872,0.03378378378378377,198.0
198,Little Sister,"Market Peckham, 133a Rye Ln, London",51.46982449999999,-0.0680959,5.0,7,ChIJiQ8-pqEDdkgReswEsACRZIc,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5264719839352108,1.0,0.2046783625730994,0.38995633187772905,0.013888888888888888,0.03378378378378377,199.0
199,Oxfam Bethnal Green,"397-399 Bethnal Grn Rd, London",51.52708639999999,-0.0599263,4.5,20,ChIJ-RPVB14ddkgRjRbEKwEpZoY,1.0675675675675675,"book_store, electronics_store, clothing_store, home_goods_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5259545057419109,0.9,0.15204678362573099,0.601310043668122,0.03968253968253968,0.03378378378378377,200.0
200,British Heart Foundation,"65 Camden High St, London",51.5362039,-0.1404195,3.7,15,ChIJD1AsFe0adkgRbLtdYs218UA,1.0,"store, point_of_interest, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.5244648210774389,0.74,0.43567251461988304,0.6620087336244542,0.02976190476190476,0.0,201.0
201,Blue Feather,"14 Melbourne Grove, London",51.4604254,-0.0799633,4.9,17,ChIJAVXzT5ADdkgRDC7V9Zs4uF4,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5244243648875918,0.9800000000000001,0.2046783625730994,0.38995633187772905,0.03373015873015873,0.03378378378378377,202.0
202,Shelter charity shop (Crystal Palace),"11 Westow Hill, London",51.4198485,-0.0825666999999999,4.5,11,ChIJm4T_-08BdkgRP8BMsYKnvYA,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5229329690034127,0.9,0.19298245614035087,0.5720524017467249,0.021825396825396824,0.03378378378378377,203.0
203,Ald Life,"45 Peckham High St, London",51.4735002,-0.0713026,5.0,1,ChIJUfWiW3UDdkgRSbdRm5ZsGq8,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5229005553637822,1.0,0.2046783625730994,0.38995633187772905,0.001984126984126984,0.03378378378378377,204.0
204,ACADEMY COSTUMES & REPRODUCTIONS,"229 Waterloo Rd, London",51.4998143,-0.1068619,5.0,1,ChIJ34hpMrnuPmoRwqM6JhAly2g,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5229005553637822,1.0,0.2046783625730994,0.38995633187772905,0.001984126984126984,0.03378378378378377,204.0
205,Barnardo's,"80 High St, London",51.415981,-0.0547113,5.0,7,ChIJQyi7b3EBdkgR5Gsv5GI3sY8,1.0675675675675675,"store, point_of_interest, establishment",Bromley,425000.0,653.0,21707.984771573603,20825.82741116752,0.5226777093112419,1.0,0.0935672514619883,0.48209606986899556,0.013888888888888888,0.03378378378378377,206.0
206,SCOUT VINTAGE,"108 Commercial St, London",51.5200921,-0.0742704,4.5,14,ChIJXYyxsM8ddkgRhPHo6lEzRts,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5223830771704824,0.9,0.15204678362573099,0.601310043668122,0.027777777777777776,0.03378378378378377,207.0
207,Shelter Charity Shop (Streatham),"242 Streatham High Rd, London",51.4304876,-0.129847,4.5,10,ChIJSfcVpIIGdkgRYrswz2LnwpE,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5223377309081746,0.9,0.19298245614035087,0.5720524017467249,0.01984126984126984,0.03378378378378377,208.0
208,Royal Trinity Hospice - Clapham Junction Shop,"73 St John's Rd, London",51.4613923,-0.1671984,3.3,12,ChIJv4aBdpcFdkgRkOcdJVsTnJI,1.0675675675675675,"store, point_of_interest, establishment",Wandsworth,640000.0,746.7,18713.156424581004,17922.709497206703,0.5217803585836222,0.6599999999999999,0.34502923976608185,0.8912663755458516,0.023809523809523808,0.03378378378378377,209.0
209,British Heart Foundation,"338 North End Rd, London",51.4819185,-0.2000438,3.4,10,ChIJSU_qy5oPdkgRLgiSp-ckMDw,1.0,"point_of_interest, store, establishment",Hammersmith and Fulham,740000.0,714.5,14202.601769911504,13752.9203539823,0.5204810461379066,0.6799999999999999,0.4619883040935672,0.7506550218340611,0.01984126984126984,0.0,210.0
210,Hotric Charity Shop,"54 Tower Bridge Rd, London",51.4956451,-0.0831275,4.8,23,ChIJbx7dO10DdkgRWdnBEkWSr1Y,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5199957934590203,0.96,0.2046783625730994,0.38995633187772905,0.04563492063492063,0.03378378378378377,211.0
211,Levisons Vintage Clothing,"1 Cheshire St, Brick Ln, London",51.5235518,-0.0711432,4.3,36,ChIJLZSSz7ccdkgRPQHgEMFd5YY,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5194783152657205,0.86,0.15204678362573099,0.601310043668122,0.07142857142857142,0.03378378378378377,212.0
212,Ayoka,"23 Old Ford Rd., London",51.5298752,-0.0542697,4.4,20,ChIJl-TO7dscdkgRRgTWB4OAJ-0,1.0675675675675675,"store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.5179545057419109,0.8800000000000001,0.15204678362573099,0.601310043668122,0.03968253968253968,0.03378378378378377,213.0
213,Morbleu,"135 Dulwich Rd, London",51.4526729,-0.1027664,4.4,15,ChIJoydiJHMEdkgRD1f7xwiGlFo,1.0675675675675675,"furniture_store, home_goods_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.517313921384365,0.8800000000000001,0.19298245614035087,0.5720524017467249,0.02976190476190476,0.03378378378378377,214.0
214,Sue Ryder,"72 Essex Rd, London",51.5381733,-0.0992663,4.1,27,ChIJD6SV0GAbdkgRlWZLtkxj8rM,1.0,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.5169920853808465,0.82,0.32748538011695905,0.537117903930131,0.05357142857142857,0.0,215.0
215,Spitalfields Crypt Trust,"27 Whitechapel Rd, London",51.5166312,-0.0688266,4.3,30,ChIJA975-LQcdkgRpXONJwY1kI4,1.0675675675675675,"point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.515906886694292,0.86,0.15204678362573099,0.601310043668122,0.05952380952380952,0.03378378378378377,216.0
216,Vien Vintage,"87 Church Rd, London",51.4175496,-0.0807546,4.9,7,ChIJoQe4nkUBdkgRBuoun6PUjSg,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Bromley,425000.0,653.0,21707.984771573603,20825.82741116752,0.5146777093112419,0.9800000000000001,0.0935672514619883,0.48209606986899556,0.013888888888888888,0.03378378378378377,217.0
217,Royal Trinity Hospice - Islington Shop,"43 Upper St, London",51.534994,-0.1048086,4.1,17,ChIJgSc7rNsbdkgR13QFuHxR08c,1.0675675675675675,"point_of_interest, store, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.514418082806844,0.82,0.32748538011695905,0.537117903930131,0.03373015873015873,0.03378378378378377,218.0
218,Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,49,ChIJA9CEH2gEdkgR_2YfNgVyCu0,1.0675675675675675,"store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5135520166224602,0.82,0.19298245614035087,0.5720524017467249,0.09722222222222222,0.03378378378378377,219.0
219,Up Market Charity Shop,"48 Albion St, London",51.49968860000001,-0.0526192,4.7,25,ChIJizSYqSYDdkgRDGwucSTd-ys,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.5131862696494965,0.9400000000000001,0.2046783625730994,0.38995633187772905,0.0496031746031746,0.03378378378378377,220.0
220,Cenci vintage clothing & accessories,"4 Nettlefold Pl, London",51.4326601,-0.1044561,4.2,34,ChIJCWcixAIEdkgRNWHZv6bU9x0,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.5126234451938889,0.8400000000000001,0.19298245614035087,0.5720524017467249,0.06746031746031746,0.03378378378378377,221.0
